Timestamp,Station,Anello,Progressiva
2017-07-19 18:30,3678.262939453,113,3680.408691406
2017-07-19 22:46,3680.408691406,114,3682.499755859
2017-07-20 02:04,3682.499755859,115,3684.774658203
2017-07-20 05:34,3684.774658203,116,3686.988037109
2017-07-20 09:09,3686.988037109,117,3689.181396484
2017-07-20 12:25,3689.181396484,118,3691.428222656
2017-07-20 15:36,3691.428222656,119,3693.630859375
2017-07-20 18:28,3693.630859375,120,3695.754394531
2017-07-20 23:42,3695.754394531,121,3697.969238281
2017-07-21 03:07,3697.969238281,122,3700.196777344
2017-07-21 09:17,3700.196777344,123,3702.465087891
2017-07-21 20:38,3702.465087891,124,3704.561523438
2017-07-21 23:35,3704.561523438,125,3706.779541016
2017-07-22 03:27,3706.779541016,126,3708.977783203
2017-07-22 19:23,3708.977783203,127,3711.215332031
2017-07-22 22:43,3711.215332031,128,3713.367431641
2017-07-23 02:36,3713.367431641,129,3715.570800781
2017-07-23 05:48,3715.570800781,130,3717.765625
2017-07-23 09:21,3717.765625,131,3719.971435547
2017-07-23 13:15,3719.971435547,132,3722.162841797
2017-07-23 16:20,3722.162841797,133,3724.359375
2017-07-23 22:27,3724.359375,134,3726.842529297
2017-07-24 02:01,3726.842529297,135,3728.773925781
2017-07-24 06:33,3728.773925781,136,3731.043701172
2017-07-26 20:40,3731.043701172,137,3733.171142578
2017-07-27 17:57,3733.171142578,138,3735.315185547
2017-07-28 07:54,3735.315185547,139,3737.619384766
2017-07-28 14:24,3737.619384766,140,3739.712890625
2017-07-28 19:03,3739.712890625,141,3741.935058594
2017-07-29 07:24,3741.935058594,142,3744.226074219
2017-07-29 11:24,3744.226074219,143,3746.389648438
2017-07-29 15:21,3746.389648438,144,3748.563476562
2017-07-30 06:34,3748.563476562,145,3750.716308594
2017-07-30 10:34,3750.717041016,146,3752.977294922
2017-08-01 23:39,3752.977294922,147,3755.159423828
2017-08-02 04:29,3755.159423828,148,3757.340820312
2017-08-02 08:29,3757.340820312,149,3759.573486328
2017-08-03 01:44,3759.573486328,150,3761.780761719
2017-08-03 06:01,3761.780761719,151,3763.948730469
2017-08-03 14:24,3763.948730469,152,3766.138916016
2017-08-03 19:22,3766.138916016,153,3768.459228516
2017-08-03 23:44,3768.459228516,154,3770.637451172
2017-08-04 03:46,3770.638183594,155,3772.7421875
2017-08-04 11:47,3772.742675781,156,3774.970703125
2017-08-04 16:01,3774.970703125,157,3777.151611328
2017-08-04 20:48,3777.151611328,158,3779.441162109
2017-08-05 00:20,3779.441162109,159,3781.630859375
2017-08-05 03:54,3781.630859375,160,3783.748291016
2017-08-05 11:20,3783.748291016,161,3785.950927734
2017-08-05 16:09,3785.950927734,162,3788.234130859
2017-08-05 21:06,3788.234130859,163,3790.455810547
2017-08-06 00:35,3790.455810547,164,3792.641113281
2017-08-06 03:49,3792.641113281,165,3794.703857422
2017-08-06 07:21,3794.703857422,166,3796.961425781
2017-08-06 10:38,3796.961425781,167,3799.230957031
2017-08-07 01:46,3799.230957031,168,3801.477539062
2017-08-07 04:57,3801.477539062,169,3803.578857422
2017-08-07 09:09,3803.578857422,170,3805.791259766
2017-08-07 14:14,3805.791259766,171,3807.953125
2017-08-07 17:29,3807.953369141,172,3810.221679688
2017-08-07 22:57,3810.221679688,173,3812.394775391
2017-08-08 05:44,3812.394775391,174,3814.5703125
2017-08-08 11:12,3814.5703125,175,3816.738769531
2017-08-23 07:49,3816.738769531,176,3818.901611328
2017-08-23 13:44,3818.901611328,177,3821.115478516
2017-08-23 18:34,3821.115478516,178,3823.3515625
2017-08-23 23:52,3823.3515625,179,3825.548583984
2017-08-24 03:21,3825.548583984,180,3827.782226562
2017-08-24 08:56,3827.782226562,181,3829.916259766
2017-08-24 13:30,3829.916259766,182,3832.132324219
2017-08-24 18:17,3832.132324219,183,3835.241455078
2017-08-25 00:23,3835.245361328,184,3836.887451172
2017-08-25 03:08,3836.887451172,185,3838.721679688
2017-08-25 13:06,3838.721679688,186,3840.890625
2017-08-25 17:36,3840.890625,187,3843.709960938
2017-08-25 23:46,3843.712890625,188,3845.310791016
2017-08-26 02:32,3845.310791016,189,3847.534912109
2017-08-26 05:57,3847.534912109,190,3849.703125
2017-08-26 10:17,3849.703125,191,3851.911376953
2017-08-26 14:40,3851.911376953,192,3854.101318359
2017-08-26 18:59,3854.101318359,193,3856.369628906
2017-08-26 23:28,3856.369628906,194,3858.541503906
2017-08-27 03:02,3858.541503906,195,3860.73828125
2017-08-27 07:13,3860.73828125,196,3862.902587891
2017-08-27 12:13,3862.902587891,197,3865.817626953
2017-08-27 17:38,3865.817626953,198,3867.711425781
2017-08-27 21:30,3867.711425781,199,3869.618896484
2017-08-28 02:01,3869.618896484,200,3871.768310547
2017-08-28 06:02,3871.768310547,201,3873.953857422
2017-08-28 11:07,3873.953857422,202,3876.099365234
2017-08-28 16:19,3876.099365234,203,3878.309814453
2017-08-28 20:38,3878.309814453,204,3880.628173828
2017-08-29 00:00,3880.628173828,205,3882.815917969
2017-08-29 03:08,3882.815917969,206,3884.999267578
2017-08-29 06:17,3884.999267578,207,3887.144042969
2017-08-29 11:37,3887.144042969,208,3889.357421875
2017-08-29 16:17,3889.357421875,209,3891.547851562
2017-08-29 20:14,3891.547851562,210,3893.833496094
2017-08-29 23:06,3893.833984375,211,3896.024169922
2017-08-30 01:44,3896.024169922,212,3898.223388672
2017-08-30 04:31,3898.223388672,213,3900.343505859
2017-08-30 08:09,3900.343505859,214,3902.537841797
2017-08-30 10:49,3902.537841797,215,3904.737304688
2017-08-30 13:40,3904.737304688,216,3906.928955078
2017-08-30 19:52,3906.928955078,217,3909.154052734
2017-08-31 20:38,3909.154052734,218,3911.429443359
2017-09-01 00:03,3911.429443359,219,3913.622314453
2017-09-01 04:44,3913.622314453,220,3915.756591797
2017-09-01 08:54,3915.756591797,221,3917.971679688
2017-09-16 23:55,3917.971679688,222,3920.106445312
2017-09-17 05:44,3920.106445312,223,3922.30859375
2017-09-17 12:19,3922.30859375,224,3924.52734375
2017-09-17 17:50,3924.52734375,225,3926.728027344
2017-09-17 21:36,3926.728027344,226,3928.92578125
2017-09-18 01:10,3928.92578125,227,3931.133056641
2017-09-18 04:55,3931.133056641,228,3933.316894531
2017-09-18 07:57,3933.316894531,229,3935.492675781
2017-09-18 11:44,3935.492675781,230,3937.698242188
2017-09-18 14:59,3937.698242188,231,3939.973876953
2017-09-18 19:25,3939.973876953,232,3942.128662109
2017-09-18 22:32,3942.128662109,233,3944.344482422
2017-09-19 03:34,3944.344482422,234,3946.482666016
2017-09-19 07:41,3946.482666016,235,3948.711181641
2017-09-19 11:24,3948.711181641,236,3950.9765625
2017-09-19 22:57,3950.9765625,237,3953.112792969
2017-09-20 03:28,3953.112792969,238,3955.297119141
2017-09-20 08:04,3955.297119141,239,3957.481933594
2017-09-20 12:00,3957.482421875,240,3959.735839844
2017-09-20 16:20,3959.735839844,241,3961.940917969
2017-09-20 19:45,3961.940917969,242,3964.137451172
2017-09-20 23:11,3964.137451172,243,3966.407470703
2017-09-21 03:53,3966.407470703,244,3968.495605469
2017-09-21 09:40,3968.495605469,245,3970.732177734
2017-09-21 17:48,3970.732177734,246,3972.972900391
2017-09-22 02:43,3972.972900391,247,3975.182617188
2017-09-22 06:01,3975.182617188,248,3977.305175781
2017-09-22 11:36,3977.305175781,249,3979.525878906
2017-09-22 15:08,3979.525878906,250,3981.671386719
2017-09-22 18:34,3981.671386719,251,3983.9375
2017-09-22 22:44,3983.9375,252,3986.200439453
2017-09-23 01:48,3986.200439453,253,3988.351806641
2017-09-23 07:42,3988.351806641,254,3990.515380859
2017-09-23 12:42,3990.515380859,255,3992.769042969
2017-09-23 19:06,3992.769042969,256,3995.001220703
2017-09-24 06:09,3995.001220703,257,3997.093505859
2017-09-24 12:28,3997.093505859,258,3999.33984375
2017-09-24 14:47,3999.33984375,259,4001.449462891
2017-09-24 19:53,4001.449462891,260,4003.807617188
2017-09-25 01:47,4003.807617188,261,4005.99609375
2017-09-25 05:31,4005.99609375,262,4008.098388672
2017-09-25 09:46,4008.098388672,263,4010.329101562
2017-09-25 14:10,4010.329101562,264,4012.527832031
2017-09-25 17:46,4012.527832031,265,4014.676513672
2017-09-25 21:33,4014.676513672,266,4017.012939453
2017-09-26 00:59,4017.012939453,267,4019.105957031
2017-09-26 06:56,4019.105957031,268,4021.339599609
2017-09-26 11:19,4021.339599609,269,4023.510986328
2017-09-26 16:46,4023.510986328,270,4025.712890625
2017-09-26 21:12,4025.712890625,271,4027.874023438
2017-09-27 01:09,4027.874023438,272,4030.065429688
2017-09-27 05:42,4030.065429688,273,4032.334960938
2017-09-27 09:50,4032.334960938,274,4034.506103516
2017-09-27 13:39,4034.506103516,275,4036.644287109
2017-09-27 16:49,4036.644287109,276,4038.967041016
2017-09-27 20:28,4038.967041016,277,4041.065185547
2017-09-28 00:01,4041.065185547,278,4043.264404297
2017-09-28 03:51,4043.264404297,279,4045.559082031
2017-09-28 09:29,4045.559082031,280,4047.677490234
2017-09-28 13:28,4047.677490234,281,4050.009521484
2017-09-28 17:22,4050.009521484,282,4052.180175781
2017-09-28 20:20,4052.180175781,283,4054.268310547
2017-09-28 23:15,4054.268310547,284,4056.473876953
2017-09-29 02:09,4056.473876953,285,4058.674072266
2017-09-29 05:09,4058.674072266,286,4060.952392578
2017-09-29 09:14,4060.952392578,287,4063.135986328
2017-09-29 14:29,4063.135986328,288,4065.373291016
2017-09-29 19:19,4065.373291016,289,4067.514892578
2017-09-29 22:52,4067.514892578,290,4069.666015625
2017-09-30 01:41,4069.666015625,291,4071.869628906
2017-09-30 05:10,4071.869628906,292,4074.125
2017-09-30 08:47,4074.125,293,4076.316650391
2017-09-30 13:07,4076.316650391,294,4078.553955078
2017-09-30 16:25,4078.553955078,295,4080.7890625
2017-09-30 19:29,4080.7890625,296,4082.901611328
2017-09-30 22:42,4082.901611328,297,4085.065917969
2017-10-01 01:38,4085.065917969,298,4087.263427734
2017-10-01 04:31,4087.263427734,299,4089.527832031
2017-10-01 07:42,4089.527832031,300,4091.727783203
2017-10-01 11:32,4091.727783203,301,4094.009521484
2017-10-01 15:22,4094.009521484,302,4096.172363281
2017-10-01 20:03,4096.172363281,303,4098.265136719
2017-10-01 23:19,4098.265136719,304,4100.467773438
2017-10-02 02:18,4100.467773438,305,4102.670410156
2017-10-02 05:22,4102.670410156,306,4104.911132812
2017-10-02 09:31,4104.911132812,307,4107.098144531
2017-10-02 13:41,4107.098144531,308,4109.361816406
2017-10-02 17:47,4109.361816406,309,4111.430175781
2017-10-02 21:38,4111.430175781,310,4113.696289062
2017-10-03 01:56,4113.696289062,311,4115.897949219
2017-10-03 05:27,4115.897949219,312,4118.103027344
2017-10-03 11:40,4118.102539062,313,4120.26953125
2017-10-03 17:10,4120.26953125,314,4122.455566406
2017-10-03 20:01,4122.455566406,315,4124.705566406
2017-10-03 23:30,4124.705566406,316,4127.125
2017-10-04 03:13,4127.129394531,317,4129.088867188
2017-10-04 06:16,4129.088867188,318,4131.348632812
2017-10-04 11:00,4131.348632812,319,4133.510742188
2017-10-04 21:00,4133.510742188,320,4135.746582031
2017-10-05 00:06,4135.746582031,321,4137.869140625
2017-10-05 03:32,4137.869140625,322,4140.100097656
2017-10-05 06:34,4140.100097656,323,4142.362792969
2017-10-05 09:18,4142.362792969,324,4144.533691406
2017-10-05 12:31,4144.533691406,325,4146.668945312
2017-10-05 15:00,4146.668945312,326,4148.866210938
2017-10-05 17:29,4148.866210938,327,4151.065917969
2017-10-05 21:17,4151.065917969,328,4153.432617188
2017-10-06 04:03,4153.432617188,329,4155.583496094
2017-10-06 09:13,4155.583496094,330,4157.778808594
2017-10-06 11:51,4157.778808594,331,4159.929199219
2017-10-06 14:23,4159.929199219,332,4162.065917969
2017-10-06 16:40,4162.065917969,333,4164.2890625
2017-10-06 20:14,4164.2890625,334,4166.513671875
2017-10-06 23:41,4166.516601562,335,4168.710449219
2017-10-07 02:54,4168.710449219,336,4170.894042969
2017-10-07 09:30,4170.894042969,337,4173.12890625
2017-10-07 14:31,4173.12890625,338,4175.291503906
2017-10-07 17:15,4175.291503906,339,4177.465820312
2017-10-07 19:38,4177.465820312,340,4179.653808594
2017-10-07 22:10,4179.653808594,341,4181.908203125
2017-10-08 01:15,4181.908203125,342,4184.080566406
2017-10-08 04:56,4184.080566406,343,4186.345703125
2017-10-08 08:02,4186.345703125,344,4188.548828125
2017-10-08 10:41,4188.548828125,345,4190.744628906
2017-10-08 13:29,4190.744628906,346,4192.853027344
2017-10-08 15:54,4192.853515625,347,4195.048339844
2017-10-08 18:18,4195.048339844,348,4197.250976562
2017-10-08 21:32,4197.251464844,349,4199.560546875
2017-10-09 01:40,4199.560546875,350,4201.739746094
2017-10-09 04:44,4201.739746094,351,4203.952636719
2017-10-15 15:44,4203.952636719,352,4206.169433594
2017-10-16 05:03,4206.169433594,353,4208.323242188
2017-10-16 12:02,4208.323242188,354,4210.497070312
2017-10-16 15:37,4210.497070312,355,4212.723632812
2017-10-16 18:52,4212.723632812,356,4214.946289062
2017-10-16 22:23,4214.946289062,357,4217.145996094
2017-10-17 01:15,4217.146972656,358,4219.388671875
2017-10-17 04:00,4219.388671875,359,4221.539550781
2017-10-17 18:44,4221.539550781,360,4223.685058594
2017-10-17 21:29,4223.685058594,361,4225.958984375
2017-10-18 01:49,4225.958984375,362,4228.188476562
2017-10-18 04:34,4228.188476562,363,4230.3046875
2017-10-18 07:12,4230.3046875,364,4232.498046875
2017-10-18 12:48,4232.498046875,365,4234.747558594
2017-10-18 15:42,4234.747558594,366,4236.881835938
2017-10-18 18:20,4236.881835938,367,4239.111328125
2017-10-18 23:05,4239.111328125,368,4241.374023438
2017-10-19 01:39,4241.374023438,369,4243.560058594
2017-10-19 04:06,4243.560546875,370,4245.759765625
2017-10-19 07:00,4245.759765625,371,4247.874511719
2017-10-19 09:40,4247.874511719,372,4250.087402344
2017-10-20 02:18,4250.087402344,373,4252.397949219
2017-10-20 06:06,4252.397949219,374,4254.507324219
2017-10-20 09:59,4254.507324219,375,4256.695800781
2017-10-20 13:57,4256.695800781,376,4258.912597656
2017-10-20 18:15,4258.912597656,377,4261.120605469
2017-10-21 02:04,4261.120605469,378,4263.311035156
2017-10-21 09:42,4263.311035156,379,4265.500488281
2017-10-21 13:58,4265.500488281,380,4267.737304688
2017-10-21 18:35,4267.737304688,381,4269.950195312
2017-10-22 03:15,4269.950195312,382,4272.040039062
2017-10-22 08:18,4272.040039062,383,4274.370605469
2017-10-22 15:08,4274.370605469,384,4276.552246094
2017-10-22 18:08,4276.552246094,385,4278.734863281
2017-10-22 22:04,4278.734863281,386,4280.856933594
2017-10-23 02:16,4280.856933594,387,4283.064941406
2017-10-23 06:45,4283.064941406,388,4285.321777344
2017-10-23 12:13,4285.321777344,389,4287.5234375
2017-10-23 17:23,4287.5234375,390,4289.723632812
2017-10-24 07:11,4289.723632812,391,4291.884765625
2017-10-24 14:58,4291.884765625,392,4294.137207031
2017-10-24 18:16,4294.137207031,393,4296.336425781
2017-10-24 21:22,4296.336425781,394,4298.445800781
2017-10-25 02:18,4298.445800781,395,4300.681152344
2017-10-25 07:04,4300.681152344,396,4302.900390625
2017-10-25 13:05,4302.900390625,397,4305.121582031
2017-10-25 17:32,4305.121582031,398,4307.30859375
2017-10-25 22:46,4307.30859375,399,4309.428710938
2017-10-26 03:29,4309.428710938,400,4311.66015625
2017-10-26 07:43,4311.66015625,401,4313.913085938
2017-10-26 14:27,4313.913085938,402,4316.112792969
2017-10-27 01:23,4316.112792969,403,4318.3515625
2017-10-27 04:43,4318.3515625,404,4320.493652344
2017-10-27 07:16,4320.493652344,405,4322.700683594
2017-10-27 12:19,4322.700683594,406,4324.848632812
2017-10-27 19:28,4324.848632812,407,4327.062988281
2017-10-28 00:48,4327.063476562,408,4329.284179688
2017-10-28 15:58,4329.284179688,409,4331.444335938
2017-10-28 18:50,4331.444335938,410,4333.659179688
2017-10-28 21:01,4333.659179688,411,4335.900390625
2017-10-29 00:17,4335.900390625,412,4338.083984375
2017-10-29 03:45,4338.083984375,413,4340.262207031
2017-10-29 10:55,4340.262207031,414,4342.541992188
2017-10-29 13:35,4342.541992188,415,4344.678710938
2017-10-30 12:24,4344.678710938,416,4346.84375
2017-10-30 15:49,4346.84375,417,4349.044921875
2017-10-30 18:20,4349.044921875,418,4351.264160156
2017-10-30 22:03,4351.264160156,419,4353.469726562
2017-10-31 03:58,4353.469726562,420,4355.76171875
2017-10-31 11:42,4355.76171875,421,4357.93359375
2017-10-31 20:04,4357.93359375,422,4360.051757812
2017-10-31 23:00,4360.051757812,423,4362.289550781
2017-11-01 04:27,4362.289550781,424,4364.555664062
2017-11-01 14:45,4364.555664062,425,4366.638671875
2017-11-01 20:44,4366.638671875,426,4368.879882812
2017-11-02 05:46,4368.879882812,427,4371.155273438
2017-11-02 10:05,4371.155273438,428,4373.36328125
2017-11-02 17:13,4373.36328125,429,4375.469726562
2017-11-02 20:41,4375.469726562,430,4377.700683594
2017-11-03 05:01,4377.700683594,431,4379.842773438
2017-11-03 13:25,4379.842773438,432,4382.062011719
2017-11-03 20:23,4382.062011719,433,4384.2734375
2017-11-03 23:54,4384.2734375,434,4386.469726562
2017-11-04 09:02,4386.469726562,435,4388.645996094
2017-11-04 15:17,4388.645996094,436,4390.902832031
2017-11-04 23:35,4390.902832031,437,4393.075683594
2017-11-05 02:30,4393.075683594,438,4395.224121094
2017-11-05 10:24,4395.224121094,439,4397.42578125
2017-11-05 16:19,4397.42578125,440,4399.69140625
2017-11-05 19:46,4399.69140625,441,4401.901855469
2017-11-06 01:50,4401.901855469,442,4404.068847656
2017-11-06 12:19,4404.068847656,443,4406.254882812
2017-11-06 17:08,4406.254882812,444,4408.475585938
2017-11-06 20:23,4408.475585938,445,4410.741210938
2017-11-07 00:19,4410.741210938,446,4412.874023438
2017-11-07 04:44,4412.874023438,447,4415.021972656
2017-11-07 10:12,4415.021972656,448,4417.229980469
2017-11-07 15:43,4417.229980469,449,4419.434082031
2017-11-09 23:41,4419.434082031,450,4421.684570312
2017-11-11 14:12,4421.684570312,451,4423.873046875
2017-11-11 18:24,4423.873046875,452,4426.07421875
2017-11-11 21:42,4426.07421875,453,4428.325195312
2017-11-12 00:47,4428.325195312,454,4430.544921875
2017-11-12 03:11,4430.545410156,455,4432.75390625
2017-11-12 05:29,4432.75390625,456,4434.867675781
2017-11-12 09:13,4434.867675781,457,4437.099609375
2017-11-12 12:01,4437.099609375,458,4439.273925781
2017-11-12 14:34,4439.273925781,459,4441.468261719
2017-11-17 04:46,4441.468261719,460,4443.662597656
2017-11-26 20:36,4443.662597656,461,4445.857910156
2017-11-26 23:48,4445.857910156,462,4448.072265625
2017-11-27 02:46,4448.072265625,463,4450.25390625
2017-11-27 15:32,4450.25390625,464,4452.445800781
2017-11-28 05:31,4452.445800781,465,4454.600585938
2017-11-28 12:43,4454.600585938,466,4456.868164062
2017-11-28 16:18,4456.868164062,467,4459.055175781
2017-11-28 19:22,4459.055175781,468,4461.267089844
2017-11-28 22:35,4461.267089844,469,4463.4375
2017-11-29 03:37,4463.4375,470,4465.640136719
2017-11-29 07:34,4465.640136719,471,4467.83203125
2017-11-29 11:09,4467.83203125,472,4469.992675781
2017-11-29 15:09,4469.992675781,473,4472.241699219
2017-11-29 20:01,4472.241699219,474,4474.439453125
2017-11-29 23:01,4474.439453125,475,4476.647949219
2017-11-30 02:26,4476.647949219,476,4478.852050781
2017-11-30 05:13,4478.852050781,477,4481.015136719
2017-11-30 08:27,4481.015136719,478,4483.207519531
2017-11-30 11:28,4483.207519531,479,4485.417480469
2017-11-30 14:03,4485.417480469,480,4487.618652344
2017-11-30 17:23,4487.618652344,481,4489.833984375
2017-12-01 00:27,4489.833984375,482,4492.001953125
2017-12-01 14:51,4492.001953125,483,4494.210449219
2017-12-01 17:38,4494.210449219,484,4496.46875
2017-12-01 20:24,4496.46875,485,4498.701660156
2017-12-01 23:12,4498.701660156,486,4500.925292969
2017-12-02 02:28,4500.925292969,487,4503.111328125
2017-12-02 05:17,4503.111328125,488,4505.194824219
2017-12-02 13:34,4505.194824219,489,4507.435058594
2017-12-02 17:01,4507.435058594,490,4509.647460938
2017-12-02 20:27,4509.647460938,491,4511.922363281
2017-12-02 23:29,4511.922363281,492,4514.117675781
2017-12-03 02:26,4514.117675781,493,4516.311523438
2017-12-03 04:56,4516.311523438,494,4518.437988281
2017-12-03 07:39,4518.437988281,495,4520.663574219
2017-12-03 10:31,4520.663574219,496,4522.838867188
2017-12-03 15:42,4522.838867188,497,4525.032714844
2017-12-03 18:25,4525.032714844,498,4527.244628906
2017-12-03 22:42,4527.244628906,499,4529.444335938
2017-12-05 13:46,4529.444335938,500,4531.643066406
2017-12-05 17:38,4531.643066406,501,4533.831542969
2017-12-05 23:20,4533.831542969,502,4536.096679688
2017-12-06 02:09,4536.096679688,503,4538.306640625
2017-12-06 04:40,4538.306640625,504,4540.438476562
2017-12-06 07:08,4540.438476562,505,4542.633789062
2017-12-06 10:15,4542.633789062,506,4544.853515625
2017-12-06 13:31,4544.853515625,507,4547.034179688
2017-12-06 16:12,4547.034179688,508,4549.233398438
2017-12-06 19:05,4549.233398438,509,4551.425292969
2017-12-06 22:00,4551.425292969,510,4553.687011719
2017-12-07 00:22,4553.687011719,511,4555.895019531
2017-12-07 02:36,4555.895019531,512,4558.0859375
